,twitterid,Date,User,Tweet,source,likes,replycount,retweets
11,1597610082325344263,2022-11-29 15:15:00+00:00,AdoptionsUk,"Please retweet to help Enzo find a home #ESSEX #UK 
Aged 2, looking for an experienced loving home 

DETAILS or APPLY 👇
https://t.co/5eKDXg5uSw 

#dogs #pets #Huskies #animals https://t.co/fmL9lh48sR","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",222,3,357
12,1597591207277838336,2022-11-29 14:00:00+00:00,RishteyCine_UK,"The title ""Main Hoon Na"" is a very popular dialogue used by Shah Rukh Khan in most movies.
Watch Main Hoon Na, 30th November at 6 PM on #ColorsCineplex.
@thesushmitasen @AmritaRao @iamsrk 
#Bollywood #Movies #IndianCinema #London #England #UK #UnitedKingdom #SRK𓃵  #ShahRukhKhan https://t.co/6HLjXT7Dy3","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",199,1,59
13,1597547864536023040,2022-11-29 11:07:46+00:00,MOFA_Taiwan,"A hearty #Taiwan🇹🇼 welcome to the #UK🇬🇧 @HouseofCommons Foreign Affairs Committee members! The cross-party delegation is led by Chair @aliciakearns &amp; comprises @Royston_Smith, @LiamByrneMP, @StewartMcDonald &amp; @CoyleNeil. We wish the like-minded MPs a successful 5-day visit. https://t.co/XfBdrCHPvY","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",426,13,95
14,1597497499711082496,2022-11-29 07:47:38+00:00,AdoptionsUk,"Please retweet to help Kermit find a home #WOLVERHAMPTON #BIRMINGHAM #UK 

Aged 8, blind Frenchie he can live with children aged 13+ as the only pet in the home. 

DETAILS or APPLY👇
https://t.co/fyCVQOPJ4F………………
#dogs https://t.co/81oEj20jcx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",184,5,277
15,1597459362821599232,2022-11-29 05:16:06+00:00,gchahal,"JUST IN: #BNNUK Reports. 

Prince Williams and Princess Catherine will be in Boston from Wednesday through Friday to attend the @EarthshotPrize Awards. #PrinceWilliams #Boston #UK #Environment https://t.co/TmUefvdBfG","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",319,4,52
16,1597453696354619392,2022-11-29 04:53:35+00:00,sri50,"#Varisu &amp; #Vaarasudu will have the biggest ever release in #UK for a #ThalapathyVijay film via @ahimsafilms in the 4 biggest cinema chains, as well as independent theatres!

#VarisuPongal2023 https://t.co/GsOKXY8Hdm","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2872,2,750
17,1597326168243699712,2022-11-28 20:26:50+00:00,RosedOr,"Congratulations to Toast of Tinseltown winner of the Rose d’Or Award for Comedy
#RosedOrAwards #Rosedor #awards #toastoftinseltown #objectivefiction #wiip #all3mediainternational #bbctwo #UK https://t.co/Rx38s90Zdu","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",216,9,19
18,1597322299858096128,2022-11-28 20:11:27+00:00,HEYSUEZO,"Hello #UK voice over friends! 

I have an audition coming your way that is specifically looking for RP British voices! 

Please ping me at casting (at) extraterrible (dot) com so that I can properly supply you with the info! 

Hoping to have contacts sorted out today / tomorrow!","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",180,34,63
19,1597278334752169984,2022-11-28 17:16:45+00:00,JustStop_Oil,"💬 from a pub, Matt said: ""The protest is over and the police are following us, it’s disproportionate and unnecessary.

""They followed us from one pub to another, what’s the point? They look exceptionally silly.""

#ClimateCrisis #ClimateChange #CostOfLivingCrisis #UK #M25 https://t.co/zso3vnCWVe","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",628,93,145
20,1597219894910517257,2022-11-28 13:24:32+00:00,RussianEmbassy,"What’s really disturbing is the fact that after doing everything possible to create intolerable working conditions for Russian media in the #UK, London has the gall to complain about #mediafreedom in other countries. https://t.co/PrtKWhuda4","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",609,217,198
21,1597208460244156418,2022-11-28 12:39:06+00:00,AdoptionsUk,"URGENT, Foster home, forever home or rescue space needed for a 2 year old #Husky X due to be put to sleep in a council pound shortly #NORFOLK #UK 
He can  be re homed nationally, untested with pets and children. 
CONTACT 
https://t.co/DtQ5kqZvpc
OR 
https://t.co/9d72HW8zJz
#dogs https://t.co/yt53OhEE3w","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",374,19,676
22,1597206822200348672,2022-11-28 12:32:35+00:00,kiraincongress,#UK has assured #Ukraine that assistance will be provided as long as needed. Only through unity will we defeat the russian evil.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",434,20,61
23,1597173649832046594,2022-11-28 10:20:46+00:00,JustStop_Oil,"🚧 ROADS IN ALDWYCH NOW BLOCKED

We are Just Stop Oil.
We are demanding.
That the British government.
Immediately halts.
All new oil and gas licences and consents.

#ClimateCrisis #ClimateChange #CostOfLivingCrisis #London #UK #Government #FossilFuels #CivilDisobedience #COP27 https://t.co/5rjiwOIqwn","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",429,132,126
24,1596901997625896960,2022-11-27 16:21:19+00:00,camphalfblood,"#Teachers and #librarians are you looking for fun #PercyJackson Lightning Thief activities for your students?@rickriordan’s publisher in the #UK @PuffinBooks has resources here:
https://t.co/7ZBENIdEge https://t.co/VQVEkgr2gS","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",689,1,47
25,1596861649029279744,2022-11-27 13:41:00+00:00,Tendar,UK delivering Brimstone missiles to Ukraine #UK #Ukraine https://t.co/2QDhkjNh58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2328,16,203
26,1596852207206682626,2022-11-27 13:03:28+00:00,nexta_tv,The #UK Ministry of Defense has confirmed information about the transfer of a batch of high-precision laser-guided Brimstone-2 air-to-ground missiles to #Ukraine. https://t.co/cLwa6jC0xN,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1416,22,137
27,1596835274339647488,2022-11-27 11:56:11+00:00,AdoptionsUk,"URGENT, Foster home, forever home or rescue space needed for a 2 year old #Husky X due to be put to sleep in a council pound shortly #UK 
He can probably be re homed nationally, untested with pets and children. 
CONTACT 
https://t.co/V4oQvXlmzo
OR 
https://t.co/nYgLeBaWEJ
#dogs https://t.co/DtlU09We9M","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",454,9,739
28,1596602617589026816,2022-11-26 20:31:42+00:00,AdoptionsUk,"Please retweet to help Juno find a home #CHESHIRE #UK 

Found as a stray aged about 10, looking for a loving home with any children aged 12+, she may be able to live with another dog🐶✅. 
She enjoys a cuddle❤️

DETAILS or APPLY👇
https://t.co/som5G91sG6…
#dogs #pets #animals https://t.co/hqg0VmGQav","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",312,6,543
29,1596504053650837504,2022-11-26 14:00:02+00:00,CyberNews,"#WhatsApp #dataleak: 500 million user records for sale. The #threat actor told @CyberNews they were selling the #US #dataset for $7,000, the #UK – $2,500, and #Germany – $2,000. Check if your country has been affected. Read more: https://t.co/YT8CwV2cLo
#cybersecurity #infosec https://t.co/ZsfakpLC3A","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1736,111,1002
30,1596163047911002113,2022-11-25 15:25:00+00:00,AdoptionsUk,"Please retweet to help Missy find a home #GLOUCESTERSHIRE #UK 

English Bull Terrier aged 8, she's had a traumatic past. She's looking for an adult home where someone has the time to go on with training. She needs to be the only pet. 
DETAILS or APPLY👇
https://t.co/yfjm4XNo7K https://t.co/bTeBU8PK2Z","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",326,4,503
31,1596140630798901250,2022-11-25 13:55:55+00:00,melodyLeeG1,1.20pm 25th November 2022 - #History in the making! The #UK just voted unanimously to support a #BanTrophyHunting imports. An end to #AnimalCruelty #Corruption #greed &amp; welcome #compassion progressive #science #AnimalLovers #wildlife &amp; #nature https://t.co/YvccRTE4q1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",413,28,133
32,1596139814759567360,2022-11-25 13:52:41+00:00,nexta_tv,"In the UK, an experiment was conducted with the evacuation of a wounded soldier using a Malloy T400 drone.

We remind that the #UK will provide #Ukraine with Aeronautics T150 drones capable of delivering military equipment and ammunition to the front line. https://t.co/25LOB0kjOj","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1092,24,145
33,1596070187119546368,2022-11-25 09:16:00+00:00,kiraincongress,"We are invincible because we have strong allies. The #UK will provide a new aid package - 24 ambulances, 11 emergency cars and £3 million to help rebuild schools and shelters.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",425,11,85
34,1595689821149794305,2022-11-24 08:04:34+00:00,AdoptionsUk,"Please retweet to help Poppy find a home #CLWYD #WALES #UK 

Sweet Jack Russell Terrier aged 1, she may be able to live with another gentle dog and with children🐶✅
Contact the shelter for more information. 

DETAILS or APPLY👇
https://t.co/Qw08s71fjC

#dogs #pets https://t.co/uCWlDIWZyS","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",324,6,488
35,1595518963689177089,2022-11-23 20:45:38+00:00,AdoptionsUk,"Happy news!! Todd in Devon has been reserved!! #UK 

😀😀😀😀😀😀😀😀😀😀😀😀

https://t.co/Iw21Sb8D9w

Thank you to everyone that retweeted to help him find a home 🎖️🏆 https://t.co/Y4exJudfyx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",344,16,103
36,1595454796189908993,2022-11-23 16:30:40+00:00,astro_timpeake,Well this has to be a first - four British @esa astronauts together! A great result for the #UK and continued cooperation with our European partners in human spaceflight 👏👏👍🚀 https://t.co/QZMmlqZssE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",779,25,97
37,1595217140344201217,2022-11-23 00:46:18+00:00,NaomiSky_15,20 years of commitment. 20 years of LEARNING. 20 years of missteps. 10 years of dedication to her role. #PrincessCatherine #PrincessofWales #ThankYouPrinceWilliam making that inspired choice to marry #KateMiddleton! 🇬🇧👑🙏🏽👏🏽🇬🇧👑🙏🏽😍 #Royals #StateVisit #Wales #UK https://t.co/0joCkwBOW9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1733,55,190
38,1595110855301279744,2022-11-22 17:43:58+00:00,julianHjessop,"FYI, in December 2020 the #OECD was forecasting that the #UK economy would grow by 4.2% in 2021. The outturn was 7.5%.

Just two months ago (September) it was forecasting UK growth of 3.4% for 2022. Now it's 4.4%.

Still, I'm sure its 2023 and 2024 forecasts will be spot on... 😉","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",742,39,281
39,1594933697769140224,2022-11-22 06:00:00+00:00,AdoptionsUk,"Please retweet to help Pip find a home #KENT #UK 

Affectionate Yorkshire Terrier aged 9, sadly in the shelter as her owner has passed away. She needs a quiet adult home as the only pet with someone with the time to give her the love she deserves 
DETAILS
https://t.co/isJIm3vqqy https://t.co/sMCIe1rEQk","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",375,7,645
40,1594892005854822400,2022-11-22 03:14:20+00:00,iemmys,"The International Emmy for Drama Series goes to ""Vigil"" produced by World Productions! #UK #iemmyWIN https://t.co/wjOpVYc3n6","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",669,26,100
41,1594881539145441285,2022-11-22 02:32:45+00:00,iemmys,The International Emmy for TV Movie/Mini-Series goes to “Help” produced by The Forge Entertainment / One Shoe Films! #UK #iemmyWIN https://t.co/jQENhMqeMY,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",1200,14,222
42,1594879182928228352,2022-11-22 02:23:23+00:00,iemmys,"The International Emmy for Kids: Animation goes to ""Shaun the Sheep: Flight Before Christmas"" produced by Aardman / BBC / Netflix! #UK #iemmyWIN https://t.co/3P3k7M9BOW","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",320,4,43
43,1594874835909353472,2022-11-22 02:06:06+00:00,iemmys,"The International Emmy for Sports Documentary goes to ""Queen Of Speed"" produced by Drum Studios! #UK #iemmyWIN https://t.co/pTla8pOlsT","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",582,11,91
44,1594869977395273729,2022-11-22 01:46:48+00:00,iemmys,"The International Emmy for Comedy goes to ""Sex Education - Season 3"" produced by @netflix / Eleven Film! #UK #iemmyWIN https://t.co/PsDuTpZLdh","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",2043,15,240
45,1594865809461055488,2022-11-22 01:30:14+00:00,iemmys,"The International Emmy for Arts Programming goes to ""Freddie Mercury: The Final Act"" produced by Rogan Productions (@RoganProduction)! #UK #iemmyWIN https://t.co/oBo2zZKNHq","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",1038,18,148
46,1594733417249538048,2022-11-21 16:44:10+00:00,RussianEmbassy,"Sneaky #doublestandards by UK:

Call for sanctions against #Russia and embargo on Russian oil, leading to #oil price rise, along with claims to stop buying 🇷🇺oil. Yet at the same time secretly buy 🇷🇺oil from third countries. All of this at the expense of #UK citizens. https://t.co/UZwUxJGwUW","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",660,111,279
47,1594693614239715329,2022-11-21 14:06:00+00:00,AdoptionsUk,"Please share to help Albus find a home #LINCOLNSHIRE #UK

Large breed puppy aged 4 months, found abandoned with siblings tied to a tree.
He can live with children aged 14+, already good on the lead, needs to be the only pet for now.

DETAILS 👇
https://t.co/0QBOAIJApH
#dogs #pets https://t.co/tpU6PDgOPf","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",428,11,653
48,1594469290010300417,2022-11-20 23:14:37+00:00,Charles_Lister,"Some #Everton fans (from #Liverpool, in the #UK), on how a “beer hunt” ended up with them visiting a “sheikh’s palace” in #Qatar, with lions &amp; exotic birds. 

Couldn’t make it up. 😂

https://t.co/9F8xgfIpkj","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",451,19,88
49,1594423984107438081,2022-11-20 20:14:35+00:00,AdoptionsUk,"Please retweet, could all councils load stray dogs onto one website daily? #UK
Then if your dog was stolen in London and dumped in Scotland you can find him instantly instead of trying to contact every shelter in the UK within 7 days, as that is when they can be PTS or re homed. https://t.co/St1SUgpUNr","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",551,6,735
50,1594327374904332288,2022-11-20 13:50:42+00:00,AdoptionsUk,"Special appeal, please retweet to help Danny Boy find a home #Kent #UK 

Terrier aged 10, due to abuse looking for an adult, single, female home. He has a very sad story and will need anyone that can offer a home to visit him multiple times before adoption
https://t.co/isJIm3enoy https://t.co/uzp0A5Gx56","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",399,7,640
51,1594305946536247297,2022-11-20 12:25:33+00:00,labisiffre,"If Jeremy Corbyn hadn’t behaved as though Brexit was irrelevant, things might have been very different, and better.

#Brexit #BrexitReality #BrexitDividend #UK #GB #Corbyn","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2557,592,228
52,1594268437332824066,2022-11-20 09:56:30+00:00,JoanneJ96366976,"Good morning my friends ☕️🌺
Happy Sunday ….

Lake District National Park UK .
#LakeDistrictNationalPark #UK #BeautifulScenery #LakeDistrict https://t.co/J7X3NcGiTd","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1269,48,285
53,1594252872106983425,2022-11-20 08:54:39+00:00,wallacemick,"""Well if you go down to Moral stands you have to ask the question where was our moral stand when #UK + #US invaded #Iraq? If we are going to work on principles, we'll work on principles against all nations,not just the ones we decide were against""- Hypocrisy of Irish Gov stinks.. https://t.co/8tyxaoWJZP","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",608,55,220
54,1594239826823446528,2022-11-20 08:02:48+00:00,WLH1972,"Morning!!Please share your one favourite photo of the week!
Here’s mine: sailing boat at sunset last night in Norfolk #uk
#sundaysharing #PhotoOfTheWeek #landscape #goldenhour https://t.co/QPJR7y8Xb4","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",709,95,86
55,1594239354981191681,2022-11-20 08:00:56+00:00,kiraincongress,#UK will provide a new tranche of military aid. Joint victory requires joint efforts🇬🇧🇺🇦,"<a href=""https://contenive.com"" rel=""nofollow"">CONTENIVE</a>",471,13,72
56,1594097277647220736,2022-11-19 22:36:22+00:00,Quincun36705461,"#UK voters: the ONLY time in history of these Isles you were asked your opinion &amp; now #Sunak, the man no one voted for, seeks to overturn your will by his 'Swiss-style' scheming to take us back into the #EU by the backdoor.  Time to stand up, save #Brexit &amp; democracy in the #UK!","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",393,12,214
57,1594036255003758592,2022-11-19 18:33:53+00:00,AdoptionsUk,"URGENT, please retweet to help Ernie find a home #YORKSHIRE #UK 

AGED 13!! Ernie has been abandoned. He may be able to live with a female dog. He is housetrained and good on the lead 🐶

Please share, let's get him out of the shelter 🙏

DETAILS or APPLY
https://t.co/XqeyUbT0S9 https://t.co/btFm0Ma8M4","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",308,10,517
58,1593979246606794752,2022-11-19 14:47:21+00:00,nexta_tv,The #UK to give #Ukraine 125 anti-aircraft systems and special equipment to combat drones - Prime Minister Sunak. https://t.co/lL8SyGTC87,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1533,15,131
59,1593950666166345729,2022-11-19 12:53:47+00:00,AdoptionsUk,"Please retweet to help Brody find a home #LANCASHIRE #UK 

English Springer Spaniel aged 2, he has spent most of his life in a shed. He is looking for home with experience of shadow chasing. He has a very lovely personality❤️

DETAILS 
https://t.co/JNwk7x6L4m
☎️01706 82257
#dogs https://t.co/SeDBoe26Ac","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",331,5,510
60,1593944432067629058,2022-11-19 12:29:01+00:00,rameshlaus,"Not only #Varisu , even #Varasudu will get a good release in #UK by @ahimsafilms https://t.co/3KUype9Oz2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1484,11,386
61,1593893573329489921,2022-11-19 09:06:55+00:00,taran_adarsh,"#Drishyam2 embarks on an IMPRESSIVE START #Overseas… Day 1: $ 701k [₹ 5.71 cr]…
⭐️ #USA - #Canada: $ 249k
⭐️ #UAE - #GCC: $ 259k [incl Thu]
⭐️ #UK - #Ireland: $ 41k
⭐️ #Australia: $ 61k
⭐️ ROW: $ 91k https://t.co/Db6HiWjNfW","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3027,36,300
62,1593853570918797314,2022-11-19 06:27:58+00:00,ani_digital,"UK, France back UNSC permanent seat for India

Read @ANI Story | https://t.co/nSu7p4rTkD
#UK #France #UNSC #India #UnitedNations https://t.co/KXNpPzlYF0","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4937,77,458
63,1593831434929717248,2022-11-19 05:00:00+00:00,AdoptionsUk,"Please retweet to help Todd find a home #ILFRACOMBE #UK 
Affectionate Jack Russell Terrier aged 7. He can live with another dog and with children aged 11+😀🐶✅

DETAILS or APPLY👇
https://t.co/ghM1eVcTN6…

#dogs #pets #AdoptDontShop https://t.co/dkJeNtzy60","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",389,6,569
64,1593692332221669376,2022-11-18 19:47:16+00:00,AdoptionsUk,"URGENT, please retweet to help Ernie find a home #YORKSHIRE #UK 

AGED 13!! Ernie has been abandoned. He may be able to live with a female dog. He is housetrained and good on the lead 🐶

Please share, let's get him out of the shelter 🙏

DETAILS or APPLY
https://t.co/XqeyUbT0S9 https://t.co/8b6NXxDseq","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",328,5,457
65,1593650416398508032,2022-11-18 17:00:42+00:00,AdoptionsUk,"Please share to help Albus find a home #LINCOLNSHIRE #UK

Large breed puppy aged 4 months, found abandoned with siblings tied to a tree.
He can live with children aged 14+, already good on the lead, needs to be the only pet for now.

DETAILS 👇
https://t.co/Z8pS2J1VK4
#dogs #pets https://t.co/ZjPxEwuJjX","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",307,16,468
66,1593342564941369351,2022-11-17 20:37:25+00:00,AdoptionsUk,"Please retweet to help Belle find a home #LANCASHIRE #UK 

Affectionate Terrier Cross aged 7, found as a stray.
She can live with children aged 10+✅
Please contact the shelter for more details. 

DETAILS or APPLY👇
https://t.co/LDlfdHlcmi
#dogs #pets #AdoptDontShop https://t.co/EwRBOMIfy9","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",307,8,495
67,1593318520527458304,2022-11-17 19:01:52+00:00,AdoptionsUk,"Please retweet, APPEAL FOR INFORMATION, VERY SCARED DOG FOUND TIED TO A POST #LIVERPOOL #UK 

Thur 17 NOV, please contact the finder for more information.
CONTACT👇
https://t.co/bI0ATdpVwO
#dogs #pets @MissingPetsGB  @rosiedoc666 https://t.co/JA9pIUD0uf","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",454,32,923
68,1593155341394796544,2022-11-17 08:13:27+00:00,AdoptionsUk,"Please retweet to help Pip find a home #KENT #UK 

Affectionate Yorkshire Terrier aged 9, sadly in the shelter as her owner has passed away. She needs a quiet adult home as the only pet with someone with the time to give her the love she deserves 
DETAILS
https://t.co/0A3A0wIHSb https://t.co/oMC3UYp6O5","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",429,11,677
69,1592962302198034432,2022-11-16 19:26:23+00:00,AdoptionsUk,"Happy news!!! Mollly and Max, brother and sister Collies aged 6, have been reserved together in Lincolnshire #UK 
 
😀😀😀😀😀😀😀😀😀😀😀😀

https://t.co/XuhMVnraKn

Thank you to everyone that  keeps retweeting.
A quick share can change a life ☀️ https://t.co/DtItWDAbSW","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",406,21,148
70,1592913427504287745,2022-11-16 16:12:10+00:00,AdoptionsUk,"Please retweet, SPECIAL APPEAL, to help Minnie and Micky find a home together #DERBY #UK 

Bonded pair aged 8, they have been overlooked for a long time now. They are looking for an adult home as the  only pets. 

DETAILS or APPLY👇
https://t.co/wDe0hOuBhv

#ChineseCrested #dogs https://t.co/arxt46zHgZ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",281,4,525
71,1592874463833784322,2022-11-16 13:37:21+00:00,kiraincongress,"#Ukraine needs support to get through the most difficult winter. At the meeting with Scottish National Party @Ianblackford_MP we agreed to start supplies of generators. In the #UK, our struggle is respected by everyone 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦
@theSNP https://t.co/vP2ae4UDfJ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2007,331,347
